Date,Value,Value_Classification,BTC_Closing,BTC_Volume
2019-05-28,71.0,Greed,8719.9619140625,24226919267
2019-05-29,71.0,Greed,8659.4873046875,23473479966
2019-05-30,73.0,Greed,8319.47265625,29246528551
2019-05-31,61.0,Greed,8574.501953125,25365190957
2019-06-01,62.0,Greed,8564.0166015625,22488303544
2019-06-02,63.0,Greed,8742.9580078125,20266216022
2019-06-03,66.0,Greed,8208.9951171875,22004511436
2019-06-04,42.0,Fear,7707.77099609375,24609731549
2019-06-05,27.0,Fear,7824.2314453125,21760923463
2019-06-06,34.0,Fear,7822.0234375,19474611077
2019-06-07,27.0,Fear,8043.951171875,19141423231
2019-06-08,62.0,Greed,7954.1279296875,16522722810
2019-06-09,62.0,Greed,7688.0771484375,16610726547
2019-06-10,46.0,Fear,8000.32958984375,18689275117
2019-06-11,61.0,Greed,7927.71435546875,17107279932
2019-06-12,60.0,Greed,8145.857421875,19034432883
2019-06-13,63.0,Greed,8230.923828125,18669407147
2019-06-14,67.0,Greed,8693.8330078125,19831162906
2019-06-15,75.0,Greed,8838.375,18371033226
2019-06-16,80.0,Extreme Greed,8994.48828125,23348550311
2019-06-17,84.0,Extreme Greed,9320.3525390625,15562951919
2019-06-18,83.0,Extreme Greed,9081.7626953125,15848210536
2019-06-19,82.0,Extreme Greed,9273.521484375,15546809946
2019-06-20,81.0,Extreme Greed,9527.16015625,17846823784
2019-06-21,84.0,Extreme Greed,10144.556640625,20624008643
2019-06-22,83.0,Extreme Greed,10701.69140625,29995204861
2019-06-23,84.0,Extreme Greed,10855.37109375,20998326502
2019-06-24,80.0,Extreme Greed,11011.1025390625,19271652365
2019-06-25,87.0,Extreme Greed,11790.9169921875,24879684533
2019-06-26,95.0,Extreme Greed,13016.2314453125,45105733173
2019-06-27,92.0,Extreme Greed,11182.806640625,39977475223
2019-06-28,62.0,Greed,12407.33203125,35087757766
2019-06-29,74.0,Greed,11959.37109375,29923961128
2019-06-30,78.0,Extreme Greed,10817.1552734375,27256473494
2019-07-01,65.0,Greed,10583.134765625,29378589324
2019-07-02,63.0,Greed,10801.677734375,31015895223
2019-07-03,79.0,Extreme Greed,11961.26953125,30796494294
2019-07-04,76.0,Extreme Greed,11215.4375,25920294033
2019-07-05,67.0,Greed,10978.4599609375,23838480210
2019-07-06,72.0,Greed,11208.55078125,21092024306
2019-07-07,67.0,Greed,11450.8466796875,19369044277
2019-07-08,74.0,Greed,12285.9580078125,23482551458
2019-07-09,84.0,Extreme Greed,12573.8125,28167921523
2019-07-10,83.0,Extreme Greed,12156.5126953125,33627574244
2019-07-11,62.0,Greed,11358.662109375,28595327690
2019-07-12,33.0,Fear,11815.986328125,23534692797
2019-07-13,65.0,Greed,11392.37890625,21042616384
2019-07-14,61.0,Greed,10256.05859375,22486000001
2019-07-15,16.0,Extreme Fear,10895.08984375,25384047207
2019-07-16,34.0,Fear,9477.6416015625,24151199070
2019-07-17,19.0,Extreme Fear,9693.802734375,24569921549
2019-07-18,40.0,Fear,10666.482421875,25187024648
2019-07-19,42.0,Fear,10530.732421875,20727426310
2019-07-20,34.0,Fear,10767.1396484375,20206615155
2019-07-21,42.0,Fear,10599.10546875,17130580467
2019-07-22,42.0,Fear,10343.1064453125,16334414913
2019-07-23,40.0,Fear,9900.767578125,17851916995
2019-07-24,20.0,Extreme Fear,9811.92578125,17398734322
2019-07-25,42.0,Fear,9911.841796875,15821952090
2019-07-26,24.0,Extreme Fear,9870.3037109375,14495714483
2019-07-27,47.0,Neutral,9477.677734375,16817809536
2019-07-28,16.0,Extreme Fear,9552.8603515625,13738687093
2019-07-29,19.0,Extreme Fear,9519.1455078125,13791445323
2019-07-30,22.0,Extreme Fear,9607.423828125,13829811132
2019-07-31,31.0,Fear,10085.6279296875,16631520648
2019-08-01,57.0,Greed,10399.6689453125,17165337858
2019-08-02,61.0,Greed,10518.1748046875,17489094082
2019-08-03,61.0,Greed,10821.7265625,15352685061
2019-08-04,62.0,Greed,10970.1845703125,16530894787
2019-08-05,64.0,Greed,11805.6533203125,23875988832
2019-08-06,66.0,Greed,11478.1689453125,23635107660
2019-08-07,45.0,Fear,11941.96875,22194988641
2019-08-08,61.0,Greed,11966.4072265625,19481591730
2019-08-09,60.0,Greed,11862.9365234375,18339989960
2019-08-10,59.0,Greed,11354.0244140625,18125355447
2019-08-11,45.0,Fear,11523.5791015625,15774371518
2019-08-12,48.0,Neutral,11382.6162109375,13647198229
2019-08-13,45.0,Fear,10895.830078125,16681503537
2019-08-14,11.0,Extreme Fear,10051.7041015625,19990838300
2019-08-15,13.0,Extreme Fear,10311.5458984375,22899115082
2019-08-16,31.0,Fear,10374.3388671875,20228207096
2019-08-17,20.0,Extreme Fear,10231.744140625,13778035685
2019-08-18,14.0,Extreme Fear,10345.810546875,12999813869
2019-08-19,30.0,Fear,10916.0537109375,16038264603
2019-08-20,39.0,Fear,10763.232421875,15053082175
2019-08-21,11.0,Extreme Fear,10138.0498046875,19473084768
2019-08-22,5.0,Extreme Fear,10131.0556640625,17097508856
2019-08-23,33.0,Fear,10407.96484375,15627023886
2019-08-24,39.0,Fear,10159.9609375,15451030650
2019-08-25,33.0,Fear,10138.517578125,14153856610
2019-08-26,41.0,Fear,10370.8203125,18438654080
2019-08-27,30.0,Fear,10185.5,14762609503
2019-08-28,32.0,Fear,9754.4228515625,17603790323
2019-08-29,20.0,Extreme Fear,9510.2001953125,17045878501
2019-08-30,24.0,Extreme Fear,9598.173828125,13595263986
2019-08-31,20.0,Extreme Fear,9630.6640625,11454806419
2019-09-01,24.0,Extreme Fear,9757.970703125,11445355859
2019-09-02,28.0,Fear,10346.7607421875,17248102294
2019-09-03,41.0,Fear,10623.5400390625,19384917989
2019-09-04,43.0,Fear,10594.4931640625,16742664769
2019-09-05,41.0,Fear,10575.533203125,14551239508
2019-09-06,43.0,Fear,10353.302734375,19536574783
2019-09-07,39.0,Fear,10517.2548828125,15307366476
2019-09-08,43.0,Fear,10441.2763671875,13670567493
2019-09-09,41.0,Fear,10334.974609375,17595943368
2019-09-10,41.0,Fear,10115.9755859375,14906809639
2019-09-11,38.0,Fear,10178.3720703125,15428063426
2019-09-12,39.0,Fear,10410.126953125,15323563925
2019-09-13,38.0,Fear,10360.546875,14109864675
2019-09-14,39.0,Fear,10358.048828125,13468713124
2019-09-15,38.0,Fear,10347.712890625,12043433567
2019-09-16,38.0,Fear,10276.7939453125,15160167779
2019-09-17,41.0,Fear,10241.2724609375,15304603363
2019-09-18,38.0,Fear,10198.248046875,16169268880
2019-09-19,31.0,Fear,10266.4150390625,19937691247
2019-09-20,41.0,Fear,10181.6416015625,14734189639
2019-09-21,37.0,Fear,10019.716796875,13425266806
2019-09-22,37.0,Fear,10070.392578125,13199651698
2019-09-23,41.0,Fear,9729.32421875,15144925408
2019-09-24,39.0,Fear,8620.56640625,25002886689
2019-09-25,15.0,Extreme Fear,8486.9931640625,21744728353
2019-09-26,12.0,Extreme Fear,8118.9677734375,19258205289
2019-09-27,24.0,Extreme Fear,8251.845703125,16408941156
2019-09-28,32.0,Fear,8245.9150390625,14141152736
2019-09-29,33.0,Fear,8104.185546875,13034629109
2019-09-30,27.0,Fear,8293.8681640625,17115474183
2019-10-01,38.0,Fear,8343.2763671875,15305343413
2019-10-02,39.0,Fear,8393.0419921875,13125712443
2019-10-03,37.0,Fear,8259.9921875,13668823409
2019-10-04,30.0,Fear,8205.939453125,13139456229
2019-10-05,31.0,Fear,8151.50048828125,12200497197
2019-10-06,32.0,Fear,7988.15576171875,13160830305
2019-10-07,27.0,Fear,8245.623046875,18009742607
2019-10-08,39.0,Fear,8228.783203125,15592264032
2019-10-09,37.0,Fear,8595.740234375,19384942333
2019-10-10,41.0,Fear,8586.4736328125,17618660671
2019-10-11,39.0,Fear,8321.7568359375,19604381101
2019-10-12,38.0,Fear,8336.5556640625,14532641605
2019-10-13,38.0,Fear,8321.005859375,13808286059
2019-10-14,37.0,Fear,8374.6865234375,15151387859
2019-10-15,39.0,Fear,8205.369140625,15220412632
2019-10-16,40.0,Fear,8047.52685546875,16071646996
2019-10-17,40.0,Fear,8103.9111328125,14313052244
2019-10-18,40.0,Fear,7973.20751953125,15651592610
2019-10-19,41.0,Fear,7988.560546875,13797825640
2019-10-20,37.0,Fear,8222.078125,15504249442
2019-10-21,37.0,Fear,8243.720703125,15868748866
2019-10-22,39.0,Fear,8078.203125,16803377857
2019-10-23,33.0,Fear,7514.671875,21942878958
2019-10-24,20.0,Extreme Fear,7493.48876953125,16268708849
2019-10-25,24.0,Extreme Fear,8660.7001953125,28705065488
2019-10-26,53.0,Neutral,9244.97265625,44496255609
2019-10-27,50.0,Neutral,9551.71484375,32593129501
2019-10-28,52.0,Neutral,9256.1484375,30948255332
2019-10-29,54.0,Neutral,9427.6875,28426779937
2019-10-30,53.0,Neutral,9205.7265625,27706531577
2019-10-31,50.0,Neutral,9199.5849609375,26583653947
2019-11-01,49.0,Neutral,9261.1044921875,24324691031
2019-11-02,51.0,Neutral,9324.7177734375,21242676385
2019-11-03,56.0,Greed,9235.3544921875,21132220847
2019-11-04,49.0,Neutral,9412.6123046875,26170255634
2019-11-05,54.0,Neutral,9342.52734375,26198609048
2019-11-06,53.0,Neutral,9360.8798828125,23133895765
2019-11-07,54.0,Neutral,9267.5615234375,22700383839
2019-11-08,42.0,Fear,8804.880859375,24333037836
2019-11-09,38.0,Fear,8813.58203125,17578630606
2019-11-10,39.0,Fear,9055.5263671875,20587919881
2019-11-11,40.0,Fear,8757.7880859375,20265510765
2019-11-12,39.0,Fear,8815.662109375,20309769107
2019-11-13,38.0,Fear,8808.2626953125,17545755405
2019-11-14,41.0,Fear,8708.0947265625,19084739975
2019-11-15,38.0,Fear,8491.9921875,21796856471
2019-11-16,41.0,Fear,8550.7607421875,16495389808
2019-11-17,38.0,Fear,8577.9755859375,18668638897
2019-11-18,38.0,Fear,8309.2861328125,21579470673
2019-11-19,32.0,Fear,8206.1455078125,21083613816
2019-11-20,32.0,Fear,8027.26806640625,20764300437
2019-11-21,30.0,Fear,7642.75,22514243371
2019-11-22,20.0,Extreme Fear,7296.57763671875,34242315785
2019-11-23,23.0,Extreme Fear,7397.796875,21008924418
2019-11-24,21.0,Extreme Fear,7047.9169921875,30433517289
2019-11-25,17.0,Extreme Fear,7146.1337890625,42685231262
2019-11-26,21.0,Extreme Fear,7218.37109375,21129505542
2019-11-27,20.0,Extreme Fear,7531.66357421875,23991412764
2019-11-28,32.0,Fear,7463.10595703125,19050116751
2019-11-29,31.0,Fear,7761.24365234375,19709695456
2019-11-30,38.0,Fear,7569.6298828125,17158194786
2019-12-01,25.0,Extreme Fear,7424.29248046875,18720708479
2019-12-02,28.0,Fear,7321.98828125,17082040706
2019-12-03,28.0,Fear,7320.1455078125,14797485769
2019-12-04,24.0,Extreme Fear,7252.03466796875,21664240918
2019-12-05,21.0,Extreme Fear,7448.3076171875,18816085231
2019-12-06,29.0,Fear,7546.99658203125,18104466307
2019-12-07,32.0,Fear,7556.23779296875,15453520564
2019-12-08,28.0,Fear,7564.34521484375,15409908086
2019-12-09,32.0,Fear,7400.8994140625,17872021272
2019-12-10,26.0,Fear,7278.11962890625,18249031195
2019-12-11,20.0,Extreme Fear,7217.42724609375,16350490689
2019-12-12,23.0,Extreme Fear,7243.13427734375,18927080224
2019-12-13,22.0,Extreme Fear,7269.6845703125,17125736940
2019-12-14,27.0,Fear,7124.673828125,17137029730
2019-12-15,21.0,Extreme Fear,7152.3017578125,16881129804
2019-12-16,24.0,Extreme Fear,6932.48046875,20213265950
2019-12-17,23.0,Extreme Fear,6640.51513671875,22363804217
2019-12-18,15.0,Extreme Fear,7276.802734375,31836522778
2019-12-19,21.0,Extreme Fear,7202.84423828125,25904604416
2019-12-20,23.0,Extreme Fear,7218.81640625,22633815180
2019-12-21,23.0,Extreme Fear,7191.15869140625,19312552168
2019-12-22,20.0,Extreme Fear,7511.5888671875,23134537956
2019-12-23,33.0,Fear,7355.62841796875,27831788041
2019-12-24,25.0,Extreme Fear,7322.5322265625,22991622105
2019-12-25,22.0,Extreme Fear,7275.15576171875,21559505149
2019-12-26,39.0,Fear,7238.966796875,22787010034
2019-12-27,38.0,Fear,7290.08837890625,22777360996
2019-12-28,37.0,Fear,7317.990234375,21365673026
2019-12-29,37.0,Fear,7422.65283203125,22445257702
2019-12-30,40.0,Fear,7292.9951171875,22874131672
2019-12-31,38.0,Fear,7193.59912109375,21167946112
2020-01-01,37.0,Fear,7200.17431640625,18565664997
2020-01-02,39.0,Fear,6985.47021484375,20802083465
2020-01-03,38.0,Fear,7344.88427734375,28111481032
2020-01-04,38.0,Fear,7410.65673828125,18444271275
2020-01-05,39.0,Fear,7411.3173828125,19725074095
2020-01-06,41.0,Fear,7769.21923828125,23276261598
2020-01-07,40.0,Fear,8163.6923828125,28767291327
2020-01-08,51.0,Neutral,8079.86279296875,31672559265
2020-01-09,44.0,Fear,7879.0712890625,24045990466
2020-01-10,41.0,Fear,8166.55419921875,28714583844
2020-01-11,50.0,Neutral,8037.53759765625,25521165085
2020-01-12,45.0,Fear,8192.494140625,22903438381
2020-01-13,49.0,Neutral,8144.1943359375,22482910688
2020-01-14,56.0,Greed,8827.7646484375,44841784107
2020-01-15,54.0,Neutral,8807.0107421875,40102834650
2020-01-16,55.0,Greed,8723.7861328125,31313981931
2020-01-17,54.0,Neutral,8929.0380859375,36372139320
2020-01-18,51.0,Neutral,8942.80859375,32337772627
2020-01-19,53.0,Neutral,8706.2451171875,34217320471
2020-01-20,48.0,Neutral,8657.642578125,26422375678
2020-01-21,49.0,Neutral,8745.89453125,24097418512
2020-01-22,52.0,Neutral,8680.8759765625,22600204051
2020-01-23,49.0,Neutral,8406.515625,25770680779
2020-01-24,40.0,Fear,8445.4345703125,24397913026
2020-01-25,41.0,Fear,8367.84765625,19647331549
2020-01-26,42.0,Fear,8596.830078125,22177678796
2020-01-27,50.0,Neutral,8909.8193359375,28647338393
2020-01-28,54.0,Neutral,9358.58984375,34398744403
2020-01-29,57.0,Greed,9316.6298828125,30682598115
2020-01-30,57.0,Greed,9508.9931640625,32378792851
2020-01-31,55.0,Greed,9350.529296875,29432489719
2020-02-01,57.0,Greed,9392.875,25922656496
2020-02-02,57.0,Greed,9344.365234375,30835736946
2020-02-03,59.0,Greed,9293.521484375,30934096509
2020-02-04,56.0,Greed,9180.962890625,29893183716
2020-02-05,53.0,Neutral,9613.423828125,35222060874
2020-02-06,61.0,Greed,9729.8017578125,37628823716
2020-02-07,56.0,Greed,9795.943359375,34522718159
2020-02-08,56.0,Greed,9865.119140625,35172043762
2020-02-09,56.0,Greed,10116.673828125,35807884663
2020-02-10,57.0,Greed,9856.611328125,39386548075
2020-02-11,52.0,Neutral,10208.236328125,37648059389
2020-02-12,61.0,Greed,10326.0546875,43444303830
2020-02-13,65.0,Greed,10214.3798828125,49356071373
2020-02-14,63.0,Greed,10312.1162109375,43338264162
2020-02-15,64.0,Greed,9889.4248046875,43865054831
2020-02-16,59.0,Greed,9934.43359375,43374780305
2020-02-17,49.0,Neutral,9690.142578125,45998298413
2020-02-18,53.0,Neutral,10141.99609375,47271023953
2020-02-19,50.0,Neutral,9633.38671875,46992019710
2020-02-20,44.0,Fear,9608.4755859375,44925260237
2020-02-21,44.0,Fear,9686.44140625,40930547513
2020-02-22,43.0,Fear,9663.181640625,35838025154
2020-02-23,46.0,Fear,9924.515625,41185185761
2020-02-24,46.0,Fear,9650.1748046875,45080496648
2020-02-25,44.0,Fear,9341.705078125,42515259129
2020-02-26,41.0,Fear,8820.5224609375,50420050762
2020-02-27,39.0,Fear,8784.494140625,45470195695
2020-02-28,40.0,Fear,8672.455078125,44605450443
2020-02-29,38.0,Fear,8599.5087890625,35792392544
2020-03-01,39.0,Fear,8562.4541015625,35349164300
2020-03-02,38.0,Fear,8869.669921875,42857674409
2020-03-03,38.0,Fear,8787.7861328125,42386715821
2020-03-04,40.0,Fear,8755.24609375,34746706368
2020-03-05,41.0,Fear,9078.7626953125,39698054597
2020-03-06,39.0,Fear,9122.5458984375,40826885651
2020-03-07,38.0,Fear,8909.9541015625,36216930370
2020-03-08,33.0,Fear,8108.1162109375,39973102121
2020-03-09,17.0,Extreme Fear,7923.64453125,46936995808
2020-03-10,16.0,Extreme Fear,7909.7294921875,42213940994
2020-03-11,17.0,Extreme Fear,7911.43017578125,38682762605
2020-03-12,14.0,Extreme Fear,4970.7880859375,53980357243
2020-03-13,10.0,Extreme Fear,5563.70703125,74156772075
2020-03-14,8.0,Extreme Fear,5200.3662109375,36154506008
2020-03-15,12.0,Extreme Fear,5392.31494140625,33997889639
2020-03-16,9.0,Extreme Fear,5014.47998046875,45368026430
2020-03-17,8.0,Extreme Fear,5225.62939453125,38622642935
2020-03-18,11.0,Extreme Fear,5238.4384765625,37878801016
2020-03-19,12.0,Extreme Fear,6191.19287109375,51000731797
2020-03-20,9.0,Extreme Fear,6198.7783203125,54442976103
2020-03-21,9.0,Extreme Fear,6185.06640625,42494390880
2020-03-22,11.0,Extreme Fear,5830.2548828125,40099664740
2020-03-23,10.0,Extreme Fear,6416.31494140625,46491916000
2020-03-24,12.0,Extreme Fear,6734.8037109375,48221910672
2020-03-25,13.0,Extreme Fear,6681.06298828125,44590107888
2020-03-26,14.0,Extreme Fear,6716.4404296875,35319797642
2020-03-27,12.0,Extreme Fear,6469.79833984375,34585598367
2020-03-28,8.0,Extreme Fear,6242.19384765625,34885225901
2020-03-29,12.0,Extreme Fear,5922.04296875,28373690931
2020-03-30,10.0,Extreme Fear,6429.841796875,37101651525
2020-03-31,12.0,Extreme Fear,6438.64453125,32786468812
2020-04-01,12.0,Extreme Fear,6606.7763671875,40346426266
2020-04-02,14.0,Extreme Fear,6793.62451171875,47660646124
2020-04-03,14.0,Extreme Fear,6733.38720703125,38976504903
2020-04-04,12.0,Extreme Fear,6867.52734375,33185988584
2020-04-05,12.0,Extreme Fear,6791.12939453125,29510409856
2020-04-06,12.0,Extreme Fear,7271.78125,46896904615
2020-04-07,20.0,Extreme Fear,7176.41455078125,44243482668
2020-04-08,21.0,Extreme Fear,7334.0986328125,37563249549
2020-04-09,22.0,Extreme Fear,7302.08935546875,34815139178
2020-04-10,15.0,Extreme Fear,6865.4931640625,43622840992
2020-04-11,15.0,Extreme Fear,6859.0830078125,31222085946
2020-04-12,10.0,Extreme Fear,6971.091796875,35759567632
2020-04-13,11.0,Extreme Fear,6845.03759765625,38619308647
2020-04-14,15.0,Extreme Fear,6842.427734375,34110434052
2020-04-15,18.0,Extreme Fear,6642.10986328125,32288311031
2020-04-16,13.0,Extreme Fear,7116.80419921875,46783242377
2020-04-17,15.0,Extreme Fear,7096.1845703125,32513423567
2020-04-18,18.0,Extreme Fear,7257.6650390625,32447188386
2020-04-19,16.0,Extreme Fear,7189.4248046875,31311210215
2020-04-20,15.0,Extreme Fear,6881.95849609375,37747113936
2020-04-21,17.0,Extreme Fear,6880.3232421875,32589741511
2020-04-22,19.0,Extreme Fear,7117.20751953125,33249153866
2020-04-23,19.0,Extreme Fear,7429.724609375,43500782316
2020-04-24,20.0,Extreme Fear,7550.90087890625,34636526286
2020-04-25,24.0,Extreme Fear,7569.93603515625,32941541447
2020-04-26,21.0,Extreme Fear,7679.8671875,33070154491
2020-04-27,28.0,Fear,7795.60107421875,36162144725
2020-04-28,26.0,Fear,7807.05859375,33187959921
2020-04-29,26.0,Fear,8801.0380859375,60201052203
2020-04-30,44.0,Fear,8658.5537109375,66964629541
2020-05-01,40.0,Fear,8864.7666015625,44068389997
2020-05-02,40.0,Fear,8988.5966796875,40134388683
2020-05-03,45.0,Fear,8897.46875,47101785174
2020-05-04,44.0,Fear,8912.654296875,45718796276
2020-05-05,40.0,Fear,9003.0703125,43148462663
2020-05-06,42.0,Fear,9268.76171875,49371886931
2020-05-07,49.0,Neutral,9951.5185546875,61112700562
2020-05-08,55.0,Greed,9842.666015625,51780748042
2020-05-09,56.0,Greed,9593.896484375,46566121841
2020-05-10,48.0,Neutral,8756.4306640625,63325279337
2020-05-11,40.0,Fear,8601.7958984375,57119858802
2020-05-12,39.0,Fear,8804.4775390625,42142717533
2020-05-13,41.0,Fear,9269.9873046875,45558144023
2020-05-14,40.0,Fear,9733.7216796875,56426907637
2020-05-15,44.0,Fear,9328.197265625,48158802327
2020-05-16,41.0,Fear,9377.013671875,36164766408
2020-05-17,40.0,Fear,9670.7392578125,40084250663
2020-05-18,50.0,Neutral,9726.5751953125,41827139896
2020-05-19,50.0,Neutral,9729.0380859375,39254288955
2020-05-20,52.0,Neutral,9522.9814453125,36546239703
2020-05-21,49.0,Neutral,9081.76171875,39326160532
2020-05-22,42.0,Fear,9182.5771484375,29810773699
2020-05-23,40.0,Fear,9209.287109375,27727866812
2020-05-24,43.0,Fear,8790.3681640625,32518803300
2020-05-25,41.0,Fear,8906.9345703125,31288157264
2020-05-26,39.0,Fear,8835.052734375,29584186947
2020-05-27,39.0,Fear,9181.017578125,32740536902
2020-05-28,41.0,Fear,9525.7509765625,34367073114
2020-05-29,48.0,Neutral,9439.1240234375,32896642044
2020-05-30,48.0,Neutral,9700.4140625,32722975141
2020-05-31,51.0,Neutral,9461.05859375,27773290299
2020-06-01,50.0,Neutral,10167.2685546875,35198901068
2020-06-02,56.0,Greed,9529.8037109375,39137252109
2020-06-03,48.0,Neutral,9656.7177734375,25007459262
2020-06-04,54.0,Neutral,9800.63671875,25921805072
2020-06-05,53.0,Neutral,9665.533203125,23509628646
2020-06-06,54.0,Neutral,9653.6796875,20438419222
2020-06-07,54.0,Neutral,9758.8525390625,25015250846
2020-06-08,53.0,Neutral,9771.4892578125,21486346312
2020-06-09,52.0,Neutral,9795.7001953125,23717842783
2020-06-10,54.0,Neutral,9870.0947265625,25706567601
2020-06-11,52.0,Neutral,9321.78125,30247143440
2020-06-12,38.0,Fear,9480.84375,22610564515
2020-06-13,38.0,Fear,9475.27734375,17564322315
2020-06-14,40.0,Fear,9386.7880859375,18991732746
2020-06-15,37.0,Fear,9450.7021484375,26699704768
2020-06-16,39.0,Fear,9538.0244140625,21565537209
2020-06-17,38.0,Fear,9480.2548828125,20177709879
2020-06-18,40.0,Fear,9411.8408203125,17770083003
2020-06-19,39.0,Fear,9288.0185546875,19632223107
2020-06-20,38.0,Fear,9332.3408203125,17130541557
2020-06-21,37.0,Fear,9303.6298828125,15324301169
2020-06-22,38.0,Fear,9648.7177734375,21104009514
2020-06-23,41.0,Fear,9629.658203125,17006433272
2020-06-24,50.0,Neutral,9313.6103515625,18961716076
2020-06-25,43.0,Fear,9264.8134765625,18616048626
2020-06-26,40.0,Fear,9162.91796875,18341465837
2020-06-27,43.0,Fear,9045.390625,17273093144
2020-06-28,40.0,Fear,9143.58203125,14560870760
2020-06-29,41.0,Fear,9190.8544921875,16460547078
2020-06-30,44.0,Fear,9137.9931640625,15735797744
2020-07-01,42.0,Fear,9228.3251953125,15971550355
2020-07-02,42.0,Fear,9123.41015625,16338916796
2020-07-03,41.0,Fear,9087.3037109375,13078970999
2020-07-04,40.0,Fear,9132.48828125,12290528515
2020-07-05,38.0,Fear,9073.9423828125,12903406143
2020-07-06,40.0,Fear,9375.474609375,17889263252
2020-07-07,43.0,Fear,9252.27734375,13839652595
2020-07-08,44.0,Fear,9428.3330078125,19702359883
2020-07-09,44.0,Fear,9277.9677734375,18000702524
2020-07-10,41.0,Fear,9278.8076171875,16860035605
2020-07-11,44.0,Fear,9240.3466796875,13249910444
2020-07-12,41.0,Fear,9276.5,14452361907
2020-07-13,43.0,Fear,9243.6142578125,17519821266
2020-07-14,43.0,Fear,9243.2138671875,18085038362
2020-07-15,44.0,Fear,9192.8369140625,15844731575
2020-07-16,43.0,Fear,9132.2275390625,15713967523
2020-07-17,41.0,Fear,9151.392578125,13944570749
2020-07-18,44.0,Fear,9159.0400390625,12252601475
2020-07-19,41.0,Fear,9185.8173828125,12939002784
2020-07-20,44.0,Fear,9164.2314453125,13755604146
2020-07-21,44.0,Fear,9374.8876953125,18069581956
2020-07-22,50.0,Neutral,9525.36328125,16532254884
2020-07-23,55.0,Greed,9581.072265625,18146399002
2020-07-24,53.0,Neutral,9536.892578125,16552768325
2020-07-25,55.0,Greed,9677.11328125,16610070933
2020-07-26,55.0,Greed,9905.1669921875,20507998997
2020-07-27,58.0,Greed,10990.873046875,35359749590
2020-07-28,76.0,Extreme Greed,10912.8232421875,28766551142
2020-07-29,71.0,Greed,11100.4677734375,24617249715
2020-07-30,76.0,Extreme Greed,11111.2138671875,22857247901
2020-07-31,75.0,Greed,11323.466796875,23160469766
2020-08-01,75.0,Greed,11759.5927734375,26075670303
2020-08-02,80.0,Extreme Greed,11053.6142578125,27410067336
2020-08-03,75.0,Greed,11246.3486328125,20271713443
2020-08-04,72.0,Greed,11205.892578125,21250197042
2020-08-05,75.0,Greed,11747.0224609375,24411254471
2020-08-06,79.0,Extreme Greed,11779.7734375,23400740340
2020-08-07,77.0,Extreme Greed,11601.47265625,23132312867
2020-08-08,77.0,Extreme Greed,11754.0458984375,17572057837
2020-08-09,79.0,Extreme Greed,11675.7392578125,17489608833
2020-08-10,78.0,Extreme Greed,11878.111328125,26114112569
2020-08-11,84.0,Extreme Greed,11410.525390625,27039782640
2020-08-12,75.0,Greed,11584.9345703125,25064548486
2020-08-13,75.0,Greed,11784.1376953125,27522199497
2020-08-14,78.0,Extreme Greed,11768.87109375,24237958589
2020-08-15,79.0,Extreme Greed,11865.6982421875,23354924400
2020-08-16,82.0,Extreme Greed,11892.8037109375,20583375490
2020-08-17,83.0,Extreme Greed,12254.40234375,28227687027
2020-08-18,82.0,Extreme Greed,11991.2333984375,26043227672
2020-08-19,80.0,Extreme Greed,11758.283203125,24502851117
2020-08-20,75.0,Greed,11878.3720703125,20175242945
2020-08-21,81.0,Extreme Greed,11592.4892578125,23762425999
2020-08-22,78.0,Extreme Greed,11681.8251953125,20224191306
2020-08-23,76.0,Extreme Greed,11664.84765625,18482062658
2020-08-24,78.0,Extreme Greed,11774.595703125,20681511755
2020-08-25,75.0,Greed,11366.134765625,26301509932
2020-08-26,76.0,Extreme Greed,11488.36328125,22466660958
2020-08-27,75.0,Greed,11323.3974609375,23240415076
2020-08-28,74.0,Greed,11542.5,19807127588
2020-08-29,79.0,Extreme Greed,11506.865234375,17485597759
2020-08-30,75.0,Greed,11711.505859375,19760127945
2020-08-31,75.0,Greed,11680.8203125,22285928250
2020-09-01,75.0,Greed,11970.478515625,27311555343
2020-09-02,83.0,Extreme Greed,11414.0341796875,28037405299
2020-09-03,79.0,Extreme Greed,10245.296875,31927261555
2020-09-04,40.0,Fear,10511.8134765625,29965130374
2020-09-05,41.0,Fear,10169.5673828125,44916565292
2020-09-06,41.0,Fear,10280.3515625,37071460174
2020-09-07,41.0,Fear,10369.5634765625,33703098409
2020-09-08,41.0,Fear,10131.5166015625,33430927462
2020-09-09,38.0,Fear,10242.34765625,24128292755
2020-09-10,38.0,Fear,10363.138671875,54406443211
2020-09-11,41.0,Fear,10400.9150390625,45201121775
2020-09-12,41.0,Fear,10442.1708984375,36750077324
2020-09-13,38.0,Fear,10323.755859375,36506852789
2020-09-14,39.0,Fear,10680.837890625,35453581940
2020-09-15,47.0,Neutral,10796.951171875,32509451925
2020-09-16,43.0,Fear,10974.9052734375,30769986455
2020-09-17,48.0,Neutral,10948.990234375,38151810523
2020-09-18,49.0,Neutral,10944.5859375,26341903912
2020-09-19,48.0,Neutral,11094.3466796875,22764204008
2020-09-20,52.0,Neutral,10938.271484375,24699523788
2020-09-21,48.0,Neutral,10462.259765625,28884999244
2020-09-22,39.0,Fear,10538.4599609375,23621787804
2020-09-23,43.0,Fear,10246.1865234375,23788661867
2020-09-24,39.0,Fear,10760.06640625,47144380902
